61,282
83,576
37,157
50,238
47,200
40,205
49,232
71,498
49,453
44,900
48,390
73,400
53,499
42,074
76,576
45,243
34,415
62,404
65,798
32,411
43,032
47,234
72,357
50,451
41,484
49,435
58,307
52,263
86,458
44,192
39,266
37,196
184,721
62,301
52,272
67,600
45,246
58,305
73,557
49,226
37,184
70,587
60,282
54,298
73,797
43,200
86,668
45,199
32,252
63,325
